algorithm_id,algorithm_label,seed,final_exploitability,best_exploitability,final_window_mean_exploitability,final_policy_value,final_policy_value_error,final_nodes_touched,final_wall_clock_seconds,num_iterations_completed,num_intermediate_points,exploitability_normalised_auc_nodes,nodes_to_exploitability_threshold,seconds_to_exploitability_threshold,target_nodes_touched,node_budget_delta,node_budget_relative_delta,final_average_policy_buffer_size,final_advantage_buffer_size_player_0,final_advantage_buffer_size_player_1,final_history_value_buffer_size,result_source,final_calibration_loss,final_unbiased_estimator_sample_count,final_control_variate_beta_mean,final_control_variate_beta_min,final_control_variate_beta_max,final_predicted_residual_variance_mean,final_q_ensemble_disagreement_mean,final_q_residual_abs_mean,final_control_residual_abs_mean,final_importance_correction_abs_mean,final_policy_weighted_advantage_abs_mean,final_full_support_sampling_min_probability,final_calibration_target_version,final_q_ensemble_target_version_min,final_q_ensemble_target_version_max,final_prediction_gate_player_0,final_prediction_gate_player_1,final_prediction_gate_next_player_0,final_prediction_gate_next_player_1,final_predictor_relative_skill_player_0,final_predictor_relative_skill_player_1,final_predictor_holdout_mse_player_0,final_predictor_holdout_mse_player_1,final_predictor_zero_mse_player_0,final_predictor_zero_mse_player_1,final_q_fold_0_replay_size,final_q_fold_1_replay_size,final_q_fold_2_replay_size
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER,0,0.13369995406975824,0.12492213983269582,0.1367144840417605,-0.10955117794131974,0.023944753863319748,4735698.0,12781.636042229,28,30,0.8685186361597049,,,4700205.0,35493.0,0.0075513727592732656,1364517,25076,18892,999999,experiment_6_new_run,-2.0040125846862793,92977.0,1.0002741922105578,0.0,1.6153509869233114,0.04760976132031138,9.445916438601263e-05,0.11064643984230965,0.1106982462766414,0.21694904235972834,9.176486781261472e-18,0.08428251274676415,28.0,28.0,28.0,0.04402166105440475,0.04857700158681533,0.04953231350039278,0.05189708711530783,0.04953231350039278,0.05189708711530783,0.07960674166679382,0.08017481863498688,0.09103170037269592,0.08883917331695557,333333.0,333333.0,333333.0
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER,1,0.1424450448348712,0.1393257691761562,0.14234132337498687,-0.08358161251893176,0.0020248115590682375,4708660.0,12608.921501611001,28,30,0.7190384596521231,,,4701540.0,7120.0,0.0015143974102102716,1348418,25496,18844,999999,experiment_6_new_run,-2.1063039302825928,92982.0,0.9996114035562427,0.5514196897248489,1.4825209656419291,0.05706297434546167,7.551495367575784e-05,0.11271449291436064,0.11267385323683643,0.2166292125782416,9.202622786115986e-18,0.08404028355401882,28.0,28.0,28.0,0.07539853127645357,0.07289673914537009,0.07961762747993284,0.07545150811476053,0.07961762747993284,0.07545150811476053,0.0826360285282135,0.07475347816944122,0.09500295668840408,0.08393442630767822,333333.0,333333.0,333333.0
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER,2,0.12884357447903388,0.12884357447903388,0.1417532220327467,-0.08793320121009468,0.0023267771320946845,4715721.0,12731.393570187996,28,30,0.7496560171679841,,,4684695.0,31026.0,0.0066228431093166154,1352793,25312,18705,999999,experiment_6_new_run,-2.03676176071167,92683.0,1.0023152242357574,0.0,1.4872979087588334,0.0494361219959548,9.307932914144004e-05,0.11175717021345499,0.11186531635186414,0.21834848565253803,9.579696153393766e-18,0.0860613496452234,28.0,28.0,28.0,0.0761359928151033,0.06533685508069265,0.08041919410517173,0.06838639938666624,0.08041919410517173,0.06838639938666624,0.07735048234462738,0.08308528363704681,0.08871152997016907,0.09309650957584381,333333.0,333333.0,333333.0
