algorithm_id,algorithm_label,seed,checkpoint_index,iteration,episode,nodes_touched,wall_clock_seconds,exploitability,average_policy_value,policy_value_error,average_policy_loss,regret_loss_player_0,regret_loss_player_1,baseline_loss_player_0,baseline_loss_player_1,checkpoint_kind,checkpoint_target_nodes,is_initial_policy_evaluation,is_final_policy_evaluation,result_source,calibration_loss,unbiased_estimator_sample_count,control_variate_beta_mean,control_variate_beta_min,control_variate_beta_max,predicted_residual_variance_mean,q_ensemble_disagreement_mean,q_residual_abs_mean,control_residual_abs_mean,importance_correction_abs_mean,policy_weighted_advantage_abs_mean,full_support_sampling_min_probability,calibration_target_version,q_ensemble_target_version_min,q_ensemble_target_version_max,prediction_gate_player_0,prediction_gate_player_1,prediction_gate_next_player_0,prediction_gate_next_player_1,predictor_relative_skill_player_0,predictor_relative_skill_player_1,predictor_holdout_mse_player_0,predictor_holdout_mse_player_1,predictor_zero_mse_player_0,predictor_zero_mse_player_1,q_fold_0_replay_size,q_fold_1_replay_size,q_fold_2_replay_size,rho_controller_loss,rho_controller_target_version,rho_controller_replay_size,fast_slow_rho_mean,fast_slow_rho_min,fast_slow_rho_max,fast_critic_disagreement_mean,slow_critic_disagreement_mean,fast_slow_prediction_gap_mean,fast_critic_sampled_mse,slow_critic_sampled_mse,mixture_critic_sampled_mse,fast_critic_loss,slow_critic_loss,fast_critic_target_version_min,fast_critic_target_version_max,slow_critic_target_version_min,slow_critic_target_version_max,slow_critic_lifetime_seen_count,fast_q_fold_0_replay_size,fast_q_fold_1_replay_size,fast_q_fold_2_replay_size
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,11,10,200000,1676092.0,4589.433253844,0.4535002147441739,-0.13952745251948723,0.05392102844148723,0.020543290302157402,0.059218067675828934,0.04913916811347008,0.011333171899120012,0.011333171899120012,outer_iteration,,False,False,saved_experiment_6,-1.5586919784545898,96606.0,0.9979626098901014,0.0,2.0,0.045024265986085735,0.00017464518761057355,0.1210672217043914,0.12244023052082721,0.2363870913233328,9.565096076279765e-18,0.08627970997551662,10.0,10.0,10.0,0.0,0.0,0.0,0.0,-0.046346832979411445,-0.020697821553618878,0.08738214522600174,0.07321322709321976,0.09775033593177795,0.07846688479185104,308856.0,308659.0,309206.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,12,11,220000,1848609.0,5056.664725947,0.3856476536686587,-0.137261603742202,0.05165517966420201,0.017978256568312645,0.056903496384620667,0.04519153758883476,0.013203376283248266,0.013203376283248266,outer_iteration,,False,False,saved_experiment_6,-1.520211935043335,96384.0,1.0093047256515935,0.0,2.0,0.04944144397593484,0.00013468331139693433,0.12390990551643562,0.12394044851170324,0.23643382554551656,9.837953807451426e-18,0.08485478719251163,11.0,11.0,11.0,0.0,0.0,0.0,0.0,-0.042844462493847324,-0.017666865339551308,0.09176381677389145,0.06742174178361893,0.09958159923553467,0.07668573409318924,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,13,12,240000,2019373.0,5520.229128564,0.3326245080163851,-0.12184042456173005,0.03623400048373006,0.016562022268772125,0.058862894773483276,0.043270036578178406,0.013824580858151117,0.013824580858151117,outer_iteration,,False,False,saved_experiment_6,-1.6334742307662964,94681.0,0.9992098575349221,0.0,2.0,0.05250351116440888,0.00010490785033961969,0.11330098117392373,0.11338477555498847,0.223069453670204,9.706229605532365e-18,0.08509906758308106,12.0,12.0,12.0,0.0,0.0,0.0,0.0,-0.03877263118886409,-0.01399746849493222,0.0841820016503334,0.06217413768172264,0.09356344491243362,0.07297588884830475,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,14,13,260000,2188812.0,5969.936012576,0.2760450679764974,-0.1233382383742671,0.03773181429626711,0.013927971012890339,0.05306835472583771,0.04301438853144646,0.01657442810634772,0.01657442810634772,outer_iteration,,False,False,saved_experiment_6,-1.8130717277526855,93501.0,1.0018291001285995,0.06509918752652566,1.9612885906115713,0.05113592557743082,8.453923792189746e-05,0.10857099153473934,0.10867395135473813,0.200928035366811,8.845738026925876e-18,0.08350075398406771,13.0,13.0,13.0,0.0,0.0,0.0,0.0,-0.03466597593367449,-0.009906060838294373,0.08046219497919083,0.05969328060746193,0.08951330184936523,0.07112215459346771,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,15,14,280000,2358592.0,6417.214905754,0.2585520286196706,-0.12993437796540058,0.04432795388740059,0.015409465879201889,0.05582151189446449,0.05144882574677467,0.015115439891815186,0.015115439891815186,outer_iteration,,False,False,saved_experiment_6,-1.9220205545425415,93667.0,1.0049301554290266,0.09286436784828822,2.0,0.050643255763980495,9.710264214091548e-05,0.10768829005581082,0.107668803992688,0.20673721705592868,8.411075303215093e-18,0.08482718728527408,14.0,14.0,14.0,0.0,0.0,0.0,0.0,-0.029818396339321485,-0.006335259341353261,0.08310841768980026,0.07379723340272903,0.0936196893453598,0.0830303430557251,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,16,15,300000,2528397.0,6866.452003053,0.23791242328436196,-0.12376167446747596,0.03815525038947597,0.015141397714614868,0.05004960671067238,0.04975903034210205,0.016237868306537468,0.016237868306537468,outer_iteration,,False,False,saved_experiment_6,-1.99778151512146,93707.0,1.00876042316003,0.2677675444962244,2.0,0.047323483234465974,9.817855980397633e-05,0.10744138843726701,0.1078168155570795,0.2034931712569073,8.493597828812563e-18,0.08338322468647831,15.0,15.0,15.0,0.0,0.0,0.0,0.0,-0.02523570378012563,-0.0017094524848173531,0.0754043385386467,0.07202714681625366,0.08496467769145966,0.08360814303159714,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,17,16,320000,2699942.0,7324.197376762,0.2283017195230238,-0.11959227187758159,0.033985847799581595,0.014259218238294125,0.05712290108203888,0.0693407729268074,0.013891642292340597,0.013891642292340597,outer_iteration,,False,False,saved_experiment_6,-1.9582639932632446,95290.0,1.0048170408053583,0.0,1.9066995382558631,0.05058339556817346,0.00011305758630284269,0.11676824261767514,0.11673518020072397,0.22397132799215735,8.588683439071936e-18,0.0831527275439384,16.0,16.0,16.0,0.0,0.0,0.0,0.0,-0.019993821056601968,-0.00037834645643974874,0.07817786186933517,0.10651195794343948,0.08885150402784348,0.10960692167282104,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,18,17,340000,2870520.0,7784.302449529,0.20869159262940257,-0.11554836205256364,0.02994193797456364,0.01264728233218193,0.053269583731889725,0.06292698532342911,0.015974994127949078,0.015974994127949078,outer_iteration,,False,False,saved_experiment_6,-2.0348708629608154,94530.0,1.0020690848111506,0.4515895740481549,1.7594324270392305,0.054886109155760164,0.0001180435764979551,0.12453864813679147,0.12481017669100809,0.24228439058761686,1.0160807927353506e-17,0.08382887114600618,17.0,17.0,17.0,0.0,0.0,0.0,0.0014948699673661414,-0.015753226607868154,0.0014948699673661414,0.09117182344198227,0.08770130574703217,0.09901585429906845,0.09199602156877518,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,19,18,360000,3041430.0,8241.960858492,0.2001337674119068,-0.11364172327466335,0.028035299196663352,0.01184649858623743,0.054721761494874954,0.059112757444381714,0.017863359302282333,0.017863359302282333,outer_iteration,,False,False,saved_experiment_6,-2.007305145263672,94791.0,1.0015690831717274,0.33682911454915,1.7753280999810683,0.05286749370866097,0.00011832738160100681,0.12238985251658072,0.1224428712276977,0.23387419272888718,9.745546311136636e-18,0.08466350879572677,18.0,18.0,18.0,0.0,0.0014948699673661414,0.0,0.006524591185620987,-0.00947409047306591,0.006524591185620987,0.08480357378721237,0.07836256921291351,0.0969763994216919,0.0894084945321083,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,20,19,380000,3212662.0,8702.056512158,0.19576196957149844,-0.11889874264638547,0.03329231856838548,0.011807308532297611,0.058263182640075684,0.05701657757163048,0.016138139180839062,0.016138139180839062,outer_iteration,,False,False,saved_experiment_6,-2.047671318054199,95045.0,0.9999098817250257,0.4030401982592219,1.7164835973480805,0.05765175135456651,0.00013650153494171793,0.11658473525465657,0.11656189123423824,0.22514700585451347,9.357142513712238e-18,0.08363639474617174,19.0,19.0,19.0,0.0,0.006524591185620987,0.0,0.011903152247522253,-0.004085171335693971,0.011903152247522253,0.08217666298151016,0.075930155813694,0.09238159656524658,0.0874735563993454,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,21,20,400000,3381772.0,9160.202053859,0.15841936904290815,-0.11794749379649888,0.032341069718498885,0.011104290373623371,0.05169990658760071,0.052703846246004105,0.016424519009888172,0.016424519009888172,outer_iteration,,False,False,saved_experiment_6,-1.976194977760315,93072.0,0.9992086143250211,0.3393979554296742,2.0,0.048291269391527246,0.0001156919222046414,0.11186890770269248,0.11181707618125673,0.2107533884102194,8.962907039225575e-18,0.08462025257491926,20.0,20.0,20.0,0.0,0.011903152247522253,0.0021220147193806715,0.015987173180214254,0.0021220147193806715,0.015987173180214254,0.07828710228204727,0.07207727432250977,0.0899643525481224,0.0808686763048172,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,22,21,420000,3551005.0,9616.936456475,0.15822748420336563,-0.11209399871334319,0.026487574635343195,0.010857517831027508,0.05460289120674133,0.04986947402358055,0.015293164799610773,0.015293164799610773,outer_iteration,,False,False,saved_experiment_6,-2.099803924560547,93353.0,0.9989168520079811,0.45632085172004233,2.0,0.05280912816880705,0.00014663131403898886,0.11199571556244163,0.11190586887293835,0.21090955531738448,8.82169414594219e-18,0.08117903649802216,21.0,21.0,21.0,0.0021220147193806715,0.015987173180214254,0.008611469070450961,0.020788990031556986,0.008611469070450961,0.020788990031556986,0.08561480045318604,0.07159911096096039,0.09779016673564911,0.08157936483621597,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,23,22,440000,3720946.0,10068.546976658,0.1573987390204426,-0.11208335966342658,0.02647693558542659,0.012295164167881012,0.0595875084400177,0.05305105075240135,0.015494091436266899,0.015494091436266899,outer_iteration,,False,False,saved_experiment_6,-2.060020923614502,93815.0,0.9960187654603841,0.3728436438584236,1.5520707317673959,0.05510353770408,0.00010086213324455158,0.1070496874670249,0.1070343254803998,0.20957145490301873,8.4693054073417e-18,0.08392518271501673,22.0,22.0,22.0,0.008611469070450961,0.020788990031556986,0.014837578549852792,0.02475582444793778,0.014837578549852792,0.02475582444793778,0.07833783328533173,0.07163629680871964,0.09000729769468307,0.08006910234689713,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,24,23,460000,3889634.0,10516.44395356,0.14690113477679914,-0.1119304288173065,0.026324004739306503,0.012787234038114548,0.04870157316327095,0.05694887042045593,0.015291360827783743,0.015291360827783743,outer_iteration,,False,False,saved_experiment_6,-2.0606136322021484,92785.0,1.0038204906299604,0.4146377328746865,1.508737153578382,0.05342972827665731,0.0001015106633576516,0.10426631972829868,0.10416732581259477,0.19745089335650404,7.994561034012038e-18,0.08557398090037177,23.0,23.0,23.0,0.014837578549852792,0.02475582444793778,0.021809990668430923,0.02872986618029827,0.021809990668430923,0.02872986618029827,0.06969275325536728,0.08277756720781326,0.08247167617082596,0.09150910377502441,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,25,24,480000,4058877.0,10967.069396035,0.15319757823143093,-0.11302404268447566,0.027417618606475666,0.010500602424144745,0.0549076646566391,0.05574735999107361,0.015195020474493504,0.015195020474493504,outer_iteration,,False,False,saved_experiment_6,-2.0822904109954834,93372.0,1.0018977898679358,0.13901417432253016,1.6982752189040595,0.05641295549045013,0.00010610912608867353,0.11003135642569764,0.11009810155670541,0.21699351323317434,9.148938306177411e-18,0.08390831149055143,24.0,24.0,24.0,0.021809990668430923,0.02872986618029827,0.027377258835192042,0.032799818947384596,0.027377258835192042,0.032799818947384596,0.08228009194135666,0.0764172151684761,0.09313371032476425,0.08517079055309296,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,26,25,500000,4228583.0,11420.794929288,0.13870389209356992,-0.10608310574057717,0.02047668166257717,0.010916761122643948,0.05216090753674507,0.055525168776512146,0.014992818236351013,0.014992818236351013,outer_iteration,,False,False,saved_experiment_6,-2.0363893508911133,93727.0,1.0010645454276021,0.6384633108690008,1.4687622426501425,0.051184173261198916,8.78548743274566e-05,0.1087921252223196,0.10884821258596003,0.21184649142382356,9.287370378129452e-18,0.08448646277246699,25.0,25.0,25.0,0.027377258835192042,0.032799818947384596,0.03225189829201325,0.03730053992114912,0.03225189829201325,0.03730053992114912,0.07699721306562424,0.07505253702402115,0.08674727380275726,0.084480419754982,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,27,26,520000,4397928.0,11873.219786518,0.12492213983269582,-0.10894567205786537,0.023339247979865377,0.010681246407330036,0.05268620327115059,0.05500815436244011,0.017210907613237698,0.017210907613237698,outer_iteration,,False,False,saved_experiment_6,-2.0818591117858887,93496.0,0.999642215916083,0.591022413653951,1.4054546327365829,0.05349012117501843,8.250171663655953e-05,0.10794975943866993,0.10796414110064353,0.2083483649569849,9.20946305819955e-18,0.08296796650771814,26.0,26.0,26.0,0.03225189829201325,0.03730053992114912,0.03786402430151692,0.04300729218651911,0.03786402430151692,0.04300729218651911,0.0755542516708374,0.0740085244178772,0.08647021651268005,0.08527255058288574,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,28,27,540000,4566907.0,12327.53380599,0.13304885598134764,-0.10858386385065849,0.022977439772658495,0.010151711292564869,0.05334287881851196,0.05194109305739403,0.015218957016865412,0.015218957016865412,outer_iteration,,False,False,saved_experiment_6,-2.066107988357544,93096.0,1.0027665454875192,0.735539016970371,1.43176931474949,0.03949019436505656,8.066873711190826e-05,0.10833767142729192,0.1083920324068378,0.21060653554795536,9.001805655552213e-18,0.0875386624681401,27.0,27.0,27.0,0.03786402430151692,0.04300729218651911,0.04402166105440475,0.04857700158681533,0.04402166105440475,0.04857700158681533,0.07909833639860153,0.07079852372407913,0.09113568067550659,0.08187609910964966,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),0,29,28,560000,4735698.0,12781.636042229,0.13369995406975824,-0.10955117794131974,0.023944753863319748,0.00957552995532751,0.05839492008090019,0.056996896862983704,0.015206110042830309,0.015206110042830309,outer_iteration,,False,False,saved_experiment_6,-2.0040125846862793,92977.0,1.0002741922105578,0.0,1.6153509869233114,0.04760976132031138,9.445916438601263e-05,0.11064643984230965,0.1106982462766414,0.21694904235972834,9.176486781261472e-18,0.08428251274676415,28.0,28.0,28.0,0.04402166105440475,0.04857700158681533,0.04953231350039278,0.05189708711530783,0.04953231350039278,0.05189708711530783,0.07960674166679382,0.08017481863498688,0.09103170037269592,0.08883917331695557,333333.0,333333.0,333333.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),1,0,0,0,0.0,0.7475763850015937,2.373611111111111,-0.078125,0.007481424077999996,,,,,,initial_untrained_policy,,True,False,saved_experiment_6,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),1,1,1,1521,10002.0,31.890324838001106,1.010165790584539,0.009847349844433043,0.09545377392243304,7.2373631532229865e-09,,,,,early_node_threshold,10000,False,False,saved_experiment_6,,4640.0,1.0,1.0,1.0,1.0000100135803223,0.0,0.06863395225464193,0.06863395225464193,0.1029509283819624,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1568.0,1536.0,1536.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),1,2,1,20000,129314.0,432.45374180399995,4.000027005404661,1.000113262165907,1.085719686243907,6.618522263579507e-08,0.006819839123636484,0.22579024732112885,9.907118532955413e-08,9.907118532955413e-08,outer_iteration,,False,False,saved_experiment_6,-2.4463610649108887,61024.0,1.0,1.0,1.0,1.0000100135803223,0.0,0.13275861199631267,0.13275861199631267,0.2520130793433976,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01379765197634697,0.325692743062973,0.01379765197634697,0.325692743062973,20431.0,20239.0,20354.0,,,,,,,,,,,,,,,,,,,,,,
unbiased_control_variate_escher,Unbiased Control-Variate ESCHER (Experiment 6),1,3,2,40000,296803.0,879.3311366610014,2.581649386708704,-0.8194513389924473,0.7338449149144473,0.09424296766519547,1.6422897577285767,0.43969032168388367,0.0007453938208830854,0.0007453938208830854,outer_iteration,,False,False,saved_experiment_6,-1.1171047687530518,91780.0,1.0109531567554053,0.0,2.0,0.044080632366700144,0.002044247630584063,0.3948885729266125,0.4139070242652683,0.7794249529851435,7.97025606840955e-18,0.10478152322531456,2.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.0010197832469851509,-0.02861544276366379,2.4548516273498535,0.8565772175788879,2.4522242546081543,0.7512026429176331,51111.0,50942.0,50751.0,,,,,,,,,,,,,,,,,,,,,,
